complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area
SS00144,IoT sensor node to continuously monitor deep borewell water table depth and draw rate.,Water & Drinking Water,Handpump & Borewell,Innovation,Medium,Occasional,Yes,IoT Borewell Water Level & Usage Monitoring
SS00145,Borewell dry-run protection smart sensor to automatically prevent motor burnout.,Water & Drinking Water,Handpump & Borewell,Innovation,Medium,Recurring,Yes,IoT Borewell Water Level & Usage Monitoring
SS00146,Ultrasonic groundwater table level logger for community borewells.,Water & Drinking Water,Handpump & Borewell,Innovation,Low,Occasional,Yes,IoT Borewell Water Level & Usage Monitoring
SS00147,smart IoT device to check borewell water level automatically,Water & Drinking Water,Handpump & Borewell,Innovation,Low,Occasional,Yes,IoT Borewell Water Level & Usage Monitoring
SS00148,जलस्तर मापने हेतु बोरेवेल में आईओटी आधारित डिजिटल सेंसर स्थापित किए जाएं।,Water & Drinking Water,Handpump & Borewell,Innovation,Medium,Occasional,Yes,IoT Borewell Water Level & Usage Monitoring
SS00149,Handpump abhi mechanic bhej kar repair karwaye aur future me borewell level check karne ka IoT sensor lagaye.,Water & Drinking Water,Handpump & Borewell,Hybrid,High,Recurring,Yes,IoT Borewell Water Level & Usage Monitoring
SS00150,Borewell motor repeatedly burning: fix current wiring today and install dry-run smart sensor protection.,Water & Drinking Water,Handpump & Borewell,Hybrid,Medium,Recurring,Yes,IoT Borewell Water Level & Usage Monitoring
SS00151,Handpump 3 baar kharab ho chuka h. Repair abhi ho aur dry level alert sensor bhi install kare.,Water & Drinking Water,Handpump & Borewell,Hybrid,High,Persistent,Yes,IoT Borewell Water Level & Usage Monitoring
SS00152,handpum repair urgent today n IoT sensor to check borewell level,Water & Drinking Water,Handpump & Borewell,Hybrid,Medium,Recurring,Yes,IoT Borewell Water Level & Usage Monitoring
SS00153,हैंडपंप की तुरंत मरम्मत कराई जाए और जलस्तर निगरानी हेतु स्मार्ट सेंसर लगाए जाएं।,Water & Drinking Water,Handpump & Borewell,Hybrid,High,Recurring,Yes,IoT Borewell Water Level & Usage Monitoring
SS00154,Teen din se nal ke pani me smell aa rahi hai aur colour bhi yellow hai.,Water & Drinking Water,Water Quality,Government,High,Occasional,No,None
SS00155,"Drinking water sample test needed, high fluoride suspected in village well.",Water & Drinking Water,Water Quality,Government,High,Persistent,No,None
SS00156,Pani me mitti aur kachra aa raha hai pipeline rupture ki wajah se.,Water & Drinking Water,Water Quality,Government,High,One-time,No,None
SS00157,"water coming very dirty n bad smell, test sample urgent",Water & Drinking Water,Water Quality,Government,High,Occasional,No,None
SS00158,"गाँव के कुएँ का पानी दूषित हो गया है, स्वास्थ्य विभाग पानी की जाँच करे।",Water & Drinking Water,Water Quality,Government,High,Persistent,No,None
SS00159,"Contaminated water causing stomach infection in kids, water testing lab team required.",Water & Drinking Water,Water Quality,Government,Critical,One-time,No,None
SS00160,"Village drinking water turn red brown due to iron contamination, request bleaching powder.",Water & Drinking Water,Water Quality,Government,Medium,Occasional,No,None
SS00161,Village drinking water ko continuously monitor karne ke liye low cost multi-parameter sensor chahiye.,Water & Drinking Water,Water Quality,Innovation,Medium,Occasional,Yes,Continuous Low-Cost Water Quality Sensing
SS00162,"Online continuous water quality monitoring system measuring pH, turbidity and TDS.",Water & Drinking Water,Water Quality,Innovation,Medium,Recurring,Yes,Continuous Low-Cost Water Quality Sensing
SS00163,Arsenic and fluoride optical detection sensor node for rural drinking water sources.,Water & Drinking Water,Water Quality,Innovation,High,Persistent,Yes,Continuous Low-Cost Water Quality Sensing
SS00164,low cost sensor to test water quality real time in village,Water & Drinking Water,Water Quality,Innovation,Low,Occasional,Yes,Continuous Low-Cost Water Quality Sensing
SS00165,जल गुणवत्ता की 24 घंटे ऑनलाइन निगरानी के लिए कम लागत वाले डिजिटल सेंसर बनाएं।,Water & Drinking Water,Water Quality,Innovation,Medium,Occasional,Yes,Continuous Low-Cost Water Quality Sensing
SS00166,"Pani baar baar contaminated mil raha hai. Abhi testing aur alternate supply chahiye, saath me continuous quality monitoring system bhi useful hoga.",Water & Drinking Water,Water Quality,Hybrid,High,Recurring,Yes,Continuous Low-Cost Water Quality Sensing
SS00167,Water contamination reported: flush pipeline today and deploy continuous IoT water quality sensor node.,Water & Drinking Water,Water Quality,Hybrid,Critical,Occasional,Yes,Continuous Low-Cost Water Quality Sensing
SS00168,Ganda pani aa rha h. Abhi chemical testing team bhejo n future me automatic water quality sensor lagaye.,Water & Drinking Water,Water Quality,Hybrid,High,Persistent,Yes,Continuous Low-Cost Water Quality Sensing
SS00169,water testing team urgent now n real time online water quality sensor for future,Water & Drinking Water,Water Quality,Hybrid,High,Recurring,Yes,Continuous Low-Cost Water Quality Sensing
SS00170,दूषित जल की तुरंत प्रयोगशाला जाँच हो तथा निरंतर निगरानी हेतु ऑनलाइन गुणवत्ता सेंसर लगे।,Water & Drinking Water,Water Quality,Hybrid,High,Recurring,Yes,Continuous Low-Cost Water Quality Sensing
SS00171,The administrative service for pipeline & distribution is currently non-functional in our block.,Water & Drinking Water,Pipeline & Distribution,Government,Medium,Persistent,No,None
SS00172,"Pichle 10 din se pipeline & distribution ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Water & Drinking Water,Pipeline & Distribution,Government,High,Occasional,No,None
SS00173,हमारे पंचायत में pipeline & distribution से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Water & Drinking Water,Pipeline & Distribution,Government,Medium,Persistent,No,None
SS00174,"pipeline & distribution issue in ward 5, officer not taking call",Water & Drinking Water,Pipeline & Distribution,Government,Low,Occasional,No,None
SS00175,pipeline & distribution is broken n not wrking properly plzz resolve,Water & Drinking Water,Pipeline & Distribution,Government,Medium,Occasional,No,None
SS00176,Block level grievance filed for pipeline & distribution last month but service is still pending.,Water & Drinking Water,Pipeline & Distribution,Government,Low,One-time,No,None
SS00177,Urgent maintenance team required for pipeline & distribution near community market place.,Water & Drinking Water,Pipeline & Distribution,Government,High,One-time,No,None
SS00178,We need an automated digital technology system for smart acoustic pipeline leak detection to monitor this issue continuously.,Water & Drinking Water,Pipeline & Distribution,Innovation,Medium,Recurring,Yes,Smart Acoustic Pipeline Leak Detection
SS00179,Is problem ko permanently solve karne ke liye smart acoustic pipeline leak detection ka low-cost sensor prototype chahiye.,Water & Drinking Water,Pipeline & Distribution,Innovation,Medium,Occasional,Yes,Smart Acoustic Pipeline Leak Detection
SS00180,नवीनतम तकनीक और smart acoustic pipeline leak detection के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Water & Drinking Water,Pipeline & Distribution,Innovation,High,Recurring,Yes,Smart Acoustic Pipeline Leak Detection
SS00181,need AI and IoT smart solution for smart acoustic pipeline leak detection,Water & Drinking Water,Pipeline & Distribution,Innovation,Low,One-time,Yes,Smart Acoustic Pipeline Leak Detection
SS00182,Developing an offline smart system for smart acoustic pipeline leak detection will eliminate manual delays.,Water & Drinking Water,Pipeline & Distribution,Innovation,Medium,Occasional,Yes,Smart Acoustic Pipeline Leak Detection
SS00183,Abhi तुरंत department emergency team bheje aur future ke liye smart acoustic pipeline leak detection ka early warning technology setup karein.,Water & Drinking Water,Pipeline & Distribution,Hybrid,High,Recurring,Yes,Smart Acoustic Pipeline Leak Detection
SS00184,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of smart acoustic pipeline leak detection.,Water & Drinking Water,Pipeline & Distribution,Hybrid,High,Persistent,Yes,Smart Acoustic Pipeline Leak Detection
SS00185,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए smart acoustic pipeline leak detection का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Water & Drinking Water,Pipeline & Distribution,Hybrid,High,Recurring,Yes,Smart Acoustic Pipeline Leak Detection
SS00186,urgent govt inspection today n smart AI tech for smart acoustic pipeline leak detection for future plzz,Water & Drinking Water,Pipeline & Distribution,Hybrid,High,Recurring,Yes,Smart Acoustic Pipeline Leak Detection
