complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area,affected_population,government_level,department,problem_type,solution_type
SS00107,We need an automated digital technology system for dried borewell & aquifer failure (smart civic infrastructure & sensor analytics) to monitor continuously.,Water Resources & Drinking Water,Dried Borewell & Aquifer Failure,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,District Level (DC Office),Water Resources Department,Service Delivery,University R&D
SS00108,Is dried borewell & aquifer failure problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Water Resources & Drinking Water,Dried Borewell & Aquifer Failure,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),Water Resources Department,Service Delivery,University R&D
SS00109,नवीनतम तकनीक और एआई मॉडल के माध्यम से dried borewell & aquifer failure का स्वचालित समाधान किया जाना चाहिए।,Water Resources & Drinking Water,Dried Borewell & Aquifer Failure,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Block Level (BDO),Water Resources Department,Service Delivery,University R&D
SS00110,need AI and IoT smart technology solution for dried borewell & aquifer failure,Water Resources & Drinking Water,Dried Borewell & Aquifer Failure,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,State Department,Water Resources Department,Service Delivery,University R&D
SS00111,Developing an offline smart system for dried borewell & aquifer failure will eliminate manual delays.,Water Resources & Drinking Water,Dried Borewell & Aquifer Failure,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Water Resources Department,Service Delivery,University R&D
SS00112,University student startup project required for dried borewell & aquifer failure technological innovation.,Water Resources & Drinking Water,Dried Borewell & Aquifer Failure,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,District Level (DC Office),Water Resources Department,Service Delivery,University R&D
SS00113,Abhi तुरंत department emergency team bheje for dried borewell & aquifer failure aur future ke liye early warning technology setup karein.,Water Resources & Drinking Water,Dried Borewell & Aquifer Failure,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),Water Resources Department,Service Delivery,Govt Action + University R&D
SS00114,Har monsoon/season dried borewell & aquifer failure me ye issue hota hai. Immediate repair along with long-term technological innovation.,Water Resources & Drinking Water,Dried Borewell & Aquifer Failure,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,State Department,Water Resources Department,Service Delivery,Govt Action + University R&D
SS00115,प्रशासन से तुरंत dried borewell & aquifer failure के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Water Resources & Drinking Water,Dried Borewell & Aquifer Failure,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,Water Resources Department,Service Delivery,Govt Action + University R&D
SS00116,urgent govt inspection today for dried borewell & aquifer failure n smart AI tech for future plzz,Water Resources & Drinking Water,Dried Borewell & Aquifer Failure,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,Water Resources Department,Service Delivery,Govt Action + University R&D
SS00117,nal laga hai lekin pani nahi aata 10 din se tap dry hai,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,High,Persistent,No,None,150,Block Level (BDO),Water Resources Department,Service Delivery,Repair / Staff Posting
SS00118,piped water connection installed but zero water supply,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,High,Persistent,No,None,450,State Department,Water Resources Department,Service Delivery,Repair / Staff Posting
SS00119,नल लगा है लेकिन पानी नहीं आता जल जीवन मिशन नल बंद है,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,High,Persistent,No,None,3500,State Department,Water Resources Department,Service Delivery,Repair / Staff Posting
SS00120,humare tap me paani nahi h nal hai par paani nahi aa raha,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,High,Persistent,No,None,450,State Department,Water Resources Department,Service Delivery,Repair / Staff Posting
SS00121,"Piped Tap Water No Supply in our village area is completely non-functional, urgent government action required.",Water Resources & Drinking Water,Piped Tap Water No Supply,Government,High,Persistent,No,None,150,Block Level (BDO),Water Resources Department,Service Delivery,Repair / Staff Posting
SS00122,"Pichle 15 din se piped tap water no supply ka dikkat ho raha hai, authority field team ko bheje.",Water Resources & Drinking Water,Piped Tap Water No Supply,Government,High,Occasional,No,None,3500,Panchayat Level,Water Resources Department,Service Delivery,Repair / Staff Posting
SS00123,हमारे पंचायत में piped tap water no supply से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,Medium,Persistent,No,None,3500,District Level (DC Office),Water Resources Department,Service Delivery,Repair / Staff Posting
SS00124,piped tap water no supply issue in ward 3 officer not picking up calls,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,Low,Occasional,No,None,3500,District Level (DC Office),Water Resources Department,Service Delivery,Repair / Staff Posting
SS00125,gaov me piped tap water no supply kharab h 2 mahine se koi sunne wala nahi h,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,Medium,Occasional,No,None,3500,State Department,Water Resources Department,Service Delivery,Repair / Staff Posting
SS00126,Block level grievance filed for piped tap water no supply last month but service is pending.,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,Low,One-time,No,None,450,Block Level (BDO),Water Resources Department,Service Delivery,Repair / Staff Posting
SS00127,Urgent maintenance team required for piped tap water no supply near village center.,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,High,One-time,No,None,1200,Block Level (BDO),Water Resources Department,Service Delivery,Repair / Staff Posting
SS00128,Public facility for piped tap water no supply has been completely unmaintained for 3 months.,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,Low,Persistent,No,None,150,Panchayat Level,Water Resources Department,Service Delivery,Repair / Staff Posting
SS00129,Gaon me piped tap water no supply work left incomplete by local contractor.,Water Resources & Drinking Water,Piped Tap Water No Supply,Government,Medium,Occasional,No,None,1200,Panchayat Level,Water Resources Department,Service Delivery,Repair / Staff Posting
SS00130,"ग्राम पंचायत में piped tap water no supply की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Water Resources & Drinking Water,Piped Tap Water No Supply,Government,Medium,Persistent,No,None,150,State Department,Water Resources Department,Service Delivery,Repair / Staff Posting
SS00131,We need an automated digital technology system for piped tap water no supply (smart civic infrastructure & sensor analytics) to monitor continuously.,Water Resources & Drinking Water,Piped Tap Water No Supply,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),Water Resources Department,Service Delivery,University R&D
SS00132,Is piped tap water no supply problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Water Resources & Drinking Water,Piped Tap Water No Supply,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,Water Resources Department,Service Delivery,University R&D
SS00133,नवीनतम तकनीक और एआई मॉडल के माध्यम से piped tap water no supply का स्वचालित समाधान किया जाना चाहिए।,Water Resources & Drinking Water,Piped Tap Water No Supply,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Water Resources Department,Service Delivery,University R&D
SS00134,need AI and IoT smart technology solution for piped tap water no supply,Water Resources & Drinking Water,Piped Tap Water No Supply,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Panchayat Level,Water Resources Department,Service Delivery,University R&D
SS00135,Developing an offline smart system for piped tap water no supply will eliminate manual delays.,Water Resources & Drinking Water,Piped Tap Water No Supply,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Water Resources Department,Service Delivery,University R&D
